Dispatch_ID,GPU_ID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Correlation_ID,Kernel_ID,GRBM_GUI_ACTIVE,SQ_INSTS_VALU_MFMA_MOPS_BF16,SQ_INSTS_VALU_MFMA_MOPS_F16,SQ_INSTS_VALU_MFMA_MOPS_F32,SQ_INSTS_VALU_MFMA_MOPS_F64,SQ_INSTS_VALU_MFMA_MOPS_I8,SQ_WAVES,Start_Timestamp,End_Timestamp
500,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",501,43,30913.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602169551662.0,4912602169562222.0
501,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",502,44,35919.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602169623342.0,4912602169638382.0
502,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",503,27,28642.0,0.0,0.0,0.0,0.0,0.0,16.0,4912602169716463.0,4912602169726863.0
503,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",504,52,25336.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602169786863.0,4912602169794863.0
504,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",505,41,27619.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602169858063.0,4912602169867983.0
505,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",506,45,31881.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602169930384.0,4912602169942384.0
506,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",507,24,48557.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602170004144.0,4912602170027024.0
507,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",508,36,35553.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602170104464.0,4912602170119024.0
508,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",509,24,46373.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602170200625.0,4912602170221425.0
509,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",510,55,38181.0,0.0,0.0,0.0,0.0,0.0,1.0,4912602170292785.0,4912602170308305.0
510,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",511,46,157882.0,0.0,0.0,0.0,0.0,0.0,8448.0,4912602170383986.0,4912602170476626.0
511,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",512,37,69194.0,0.0,0.0,0.0,0.0,0.0,2816.0,4912602170538386.0,4912602170574546.0
512,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",513,21,114854.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602170652947.0,4912602170717747.0
513,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",514,24,57970.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602170804787.0,4912602170833428.0
514,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",515,36,34775.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602170917108.0,4912602170930868.0
515,1,6553600,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",516,24,1033700.0,0.0,0.0,0.0,0.0,0.0,102400.0,4912602171019988.0,4912602171678231.0
516,1,256,256,2048,0,8,0,32,64,"batch_decode_kernels::argmax(float const*, int, int*, int)",517,22,324206.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602171741112.0,4912602171926872.0
517,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,518,4,19528.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602172003033.0,4912602172007673.0
518,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,519,4,20078.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602172088153.0,4912602172092953.0
519,1,10240,256,0,0,8,0,32,64,"batch_decode_kernels::embedding(float*, unsigned short const*, int const*, int*, int, int, int, int)",520,35,18217.0,0.0,0.0,0.0,0.0,0.0,160.0,4912602172167993.0,4912602172172153.0
520,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",521,36,31959.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602172247994.0,4912602172259994.0
521,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",522,19,142068.0,393216.0,0.0,0.0,0.0,0.0,192.0,4912602172326394.0,4912602172404635.0
522,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",523,19,146411.0,73728.0,0.0,0.0,0.0,0.0,36.0,4912602172493755.0,4912602172573915.0
523,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",524,43,29505.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602172650076.0,4912602172660796.0
524,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",525,29,33244.0,65536.0,0.0,0.0,0.0,0.0,512.0,4912602172730076.0,4912602172742876.0
525,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",526,39,24139.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602172809276.0,4912602172816636.0
526,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",527,27,27808.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602172887197.0,4912602172896637.0
527,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",528,52,25306.0,0.0,0.0,0.0,0.0,0.0,320.0,4912602172963357.0,4912602172971517.0
528,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",529,41,64694.0,0.0,0.0,0.0,0.0,0.0,40960.0,4912602173067997.0,4912602173101118.0
529,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",530,29,54816.0,65536.0,0.0,0.0,0.0,0.0,128.0,4912602173188158.0,4912602173213918.0
530,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",531,19,143411.0,262144.0,0.0,0.0,0.0,0.0,128.0,4912602173284318.0,4912602173363199.0
531,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",532,36,33311.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602173439679.0,4912602173452639.0
532,1,43776,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",533,20,203160.0,2801664.0,0.0,0.0,0.0,0.0,684.0,4912602173519519.0,4912602173638880.0
533,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",534,19,682017.0,1400832.0,0.0,0.0,0.0,0.0,128.0,4912602173724000.0,4912602174126082.0
534,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",535,36,33070.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602174201762.0,4912602174214562.0
535,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",536,19,141897.0,393216.0,0.0,0.0,0.0,0.0,192.0,4912602174284803.0,4912602174363203.0
536,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",537,19,146826.0,73728.0,0.0,0.0,0.0,0.0,36.0,4912602174454884.0,4912602174535204.0
537,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",538,43,27559.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602174623364.0,4912602174632644.0
538,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",539,29,32635.0,65536.0,0.0,0.0,0.0,0.0,512.0,4912602174709285.0,4912602174721605.0
539,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",540,39,23887.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602174790085.0,4912602174797445.0
540,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",541,27,28358.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602174873765.0,4912602174883685.0
541,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",542,52,25752.0,0.0,0.0,0.0,0.0,0.0,320.0,4912602174954406.0,4912602174962886.0
542,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",543,41,64264.0,0.0,0.0,0.0,0.0,0.0,40960.0,4912602175064806.0,4912602175097926.0
543,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",544,29,54793.0,65536.0,0.0,0.0,0.0,0.0,128.0,4912602175166247.0,4912602175191847.0
544,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",545,19,148611.0,262144.0,0.0,0.0,0.0,0.0,128.0,4912602175270887.0,4912602175352327.0
545,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",546,36,34908.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602175460968.0,4912602175474728.0
546,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",547,19,158721.0,8192.0,0.0,0.0,0.0,0.0,4.0,4912602175567528.0,4912602175655049.0
547,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",548,55,39475.0,0.0,0.0,0.0,0.0,0.0,5.0,4912602175739369.0,4912602175755689.0
548,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",549,17,39579.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602175828330.0,4912602175844810.0
549,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",550,31,236036.0,2162688.0,0.0,0.0,0.0,0.0,5456.0,4912602175915530.0,4912602176053771.0
550,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",551,20,157125.0,720896.0,0.0,0.0,0.0,0.0,176.0,4912602176117931.0,4912602176205611.0
551,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",552,32,140644.0,1081344.0,0.0,0.0,0.0,0.0,7936.0,4912602176300332.0,4912602176380172.0
552,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",553,28,60008.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602176477292.0,4912602176506093.0
553,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",554,19,195631.0,360448.0,0.0,0.0,0.0,0.0,128.0,4912602176572973.0,4912602176683213.0
554,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",555,36,34365.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602176771694.0,4912602176785294.0
555,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",556,19,140753.0,393216.0,0.0,0.0,0.0,0.0,192.0,4912602176882894.0,4912602176960655.0
556,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",557,19,145591.0,73728.0,0.0,0.0,0.0,0.0,36.0,4912602177026575.0,4912602177106095.0
557,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",558,43,29065.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602177210256.0,4912602177220496.0
558,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",559,29,32804.0,65536.0,0.0,0.0,0.0,0.0,512.0,4912602177306096.0,4912602177318736.0
559,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",560,39,24349.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602177393936.0,4912602177401136.0
560,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",561,27,27548.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602177481137.0,4912602177490577.0
561,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",562,52,25631.0,0.0,0.0,0.0,0.0,0.0,320.0,4912602177594577.0,4912602177602897.0
562,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",563,41,64353.0,0.0,0.0,0.0,0.0,0.0,40960.0,4912602177703698.0,4912602177736818.0
563,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",564,29,54195.0,65536.0,0.0,0.0,0.0,0.0,128.0,4912602177835538.0,4912602177861139.0
564,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",565,19,146435.0,262144.0,0.0,0.0,0.0,0.0,128.0,4912602177927219.0,4912602178007539.0
565,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",566,36,31615.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602178096820.0,4912602178108660.0
566,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",567,19,155193.0,8192.0,0.0,0.0,0.0,0.0,4.0,4912602178211380.0,4912602178296820.0
567,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",568,55,41479.0,0.0,0.0,0.0,0.0,0.0,5.0,4912602178399861.0,4912602178417141.0
568,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",569,17,40839.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602178486581.0,4912602178503861.0
569,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",570,31,229874.0,2162688.0,0.0,0.0,0.0,0.0,5456.0,4912602178576342.0,4912602178710902.0
570,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",571,20,159018.0,720896.0,0.0,0.0,0.0,0.0,176.0,4912602178812983.0,4912602178901783.0
571,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",572,32,142219.0,1081344.0,0.0,0.0,0.0,0.0,7936.0,4912602178995544.0,4912602179076344.0
572,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",573,28,61427.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602179170264.0,4912602179199864.0
573,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",574,19,194761.0,360448.0,0.0,0.0,0.0,0.0,128.0,4912602179261625.0,4912602179371225.0
574,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",575,36,33807.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602179454586.0,4912602179467866.0
575,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",576,19,141791.0,393216.0,0.0,0.0,0.0,0.0,192.0,4912602179574586.0,4912602179653146.0
576,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",577,19,145295.0,73728.0,0.0,0.0,0.0,0.0,36.0,4912602179738267.0,4912602179817947.0
577,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",578,43,28045.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602179907868.0,4912602179917628.0
578,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",579,29,33434.0,65536.0,0.0,0.0,0.0,0.0,512.0,4912602179977788.0,4912602179990748.0
579,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",580,39,23420.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602180096188.0,4912602180103068.0
580,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",581,27,27934.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602180189469.0,4912602180199069.0
581,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",582,52,24774.0,0.0,0.0,0.0,0.0,0.0,320.0,4912602180282269.0,4912602180290269.0
582,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",583,41,64522.0,0.0,0.0,0.0,0.0,0.0,40960.0,4912602180349629.0,4912602180382750.0
583,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",584,29,54589.0,65536.0,0.0,0.0,0.0,0.0,128.0,4912602180465790.0,4912602180491390.0
584,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",585,19,147975.0,262144.0,0.0,0.0,0.0,0.0,128.0,4912602180566590.0,4912602180648031.0
585,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",586,36,33228.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602180733151.0,4912602180745951.0
586,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",587,19,155505.0,8192.0,0.0,0.0,0.0,0.0,4.0,4912602180825632.0,4912602180910912.0
587,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",588,55,39414.0,0.0,0.0,0.0,0.0,0.0,5.0,4912602180996512.0,4912602181012832.0
588,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",589,17,39661.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602181098113.0,4912602181114593.0
589,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",590,31,235974.0,2162688.0,0.0,0.0,0.0,0.0,5456.0,4912602181194273.0,4912602181332354.0
590,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",591,20,156824.0,720896.0,0.0,0.0,0.0,0.0,176.0,4912602181419394.0,4912602181507075.0
591,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",592,32,142194.0,1081344.0,0.0,0.0,0.0,0.0,7936.0,4912602181564995.0,4912602181645315.0
592,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",593,28,62807.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602181733316.0,4912602181764036.0
593,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",594,19,194913.0,360448.0,0.0,0.0,0.0,0.0,128.0,4912602181832996.0,4912602181942756.0
594,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",595,36,33574.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602182002917.0,4912602182015877.0
595,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",596,19,142560.0,393216.0,0.0,0.0,0.0,0.0,192.0,4912602182118917.0,4912602182197638.0
596,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",597,19,146440.0,73728.0,0.0,0.0,0.0,0.0,36.0,4912602182296038.0,4912602182375878.0
597,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",598,43,28673.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602182476199.0,4912602182486279.0
598,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",599,29,33060.0,65536.0,0.0,0.0,0.0,0.0,512.0,4912602182573479.0,4912602182586119.0
599,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",600,39,24084.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602182669320.0,4912602182676680.0
600,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",601,27,28265.0,0.0,0.0,0.0,0.0,0.0,80.0,4912602182788200.0,4912602182797480.0
601,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",602,52,25526.0,0.0,0.0,0.0,0.0,0.0,320.0,4912602182885961.0,4912602182893961.0
602,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",603,41,64456.0,0.0,0.0,0.0,0.0,0.0,40960.0,4912602182963721.0,4912602182997001.0
603,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",604,29,55800.0,65536.0,0.0,0.0,0.0,0.0,128.0,4912602183062441.0,4912602183088522.0
604,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",605,19,149786.0,262144.0,0.0,0.0,0.0,0.0,128.0,4912602183184522.0,4912602183266922.0
605,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",606,36,34067.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602183356203.0,4912602183369483.0
606,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",607,19,155155.0,8192.0,0.0,0.0,0.0,0.0,4.0,4912602183456043.0,4912602183541324.0
607,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",608,55,39029.0,0.0,0.0,0.0,0.0,0.0,5.0,4912602183630924.0,4912602183646924.0
608,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",609,17,39524.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602183725484.0,4912602183742124.0
609,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",610,31,232451.0,2162688.0,0.0,0.0,0.0,0.0,5456.0,4912602183822765.0,4912602183958765.0
610,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",611,20,158170.0,720896.0,0.0,0.0,0.0,0.0,176.0,4912602184062926.0,4912602184150766.0
611,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",612,32,142409.0,1081344.0,0.0,0.0,0.0,0.0,7936.0,4912602184222126.0,4912602184302927.0
612,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",613,28,62082.0,0.0,0.0,0.0,0.0,0.0,20.0,4912602184400207.0,4912602184430127.0
